Symbol,Purchases,Sales,Buy/Sell Ratio,Total Bought,Total Sold,Avg Shares Bought,Avg Shares Sold,Date
A,28,33,0.85,150,479,323,314,5,374,9,797,2020-10-26
AA,49,8,6.12,582,406,18,675,11,885,2,334,2020-10-26
AAL,19,18,1.06,1,104,295,168,659,58,120,9,369,2020-10-26
AAMC,6,12,0.5,132,793,16,965,22,132,1,413,2020-10-26
AAN,44,35,1.26,1,554,344,1,059,772,35,326,30,279,2020-10-26
AAOI,12,108,0.11,500,652,213,324,41,721,1,975,2020-10-26
AAON,40,69,0.58,207,066,440,355,5,176,6,381,2020-10-26
AAP,85,21,4.05,64,242,18,399,755,876,2020-10-26
AAPL,35,81,0.43,3,796,582,4,518,685,108,473,55,786,2020-10-26
AAT,22,2,11,898,297,719,341,40,831,359,670,2020-10-26
AAWW,56,104,0.54,556,332,509,107,9,934,4,895,2020-10-26
AAXN,16,76,0.21,191,179,437,381,11,948,5,755,2020-10-26
AB,8,17,0.47,65,232,497,798,8,154,29,282,2020-10-26
ABBV,106,23,4.61,1,952,788,478,348,18,422,20,797,2020-10-26
ABC,57,78,0.73,335,170,637,396,5,880,8,171,2020-10-26
ABCB,57,11,5.18,205,369,700,440,3,602,63,676,2020-10-26
ABEO,28,5,5.6,4,083,672,166,446,145,845,33,289,2020-10-26
ABG,38,64,0.59,259,139,99,336,6,819,1,552,2020-10-26
ABM,82,41,2,356,616,124,048,4,348,3,025,2020-10-26
ABMD,26,51,0.51,296,947,197,851,11,421,3,879,2020-10-26
ABR,29,48,0.6,4,034,394,10,431,033,139,117,217,313,2020-10-26
ABT,99,107,0.93,4,461,902,2,447,974,45,069,22,878,2020-10-26
ABTX,22,53,0.42,65,998,118,746,2,999,2,240,2020-10-26
ABUS,15,1,15,1,660,900,20,000,110,726,20,000,2020-10-26
AC,7,12,0.58,71,165,122,177,10,166,10,181,2020-10-26
ACA,34,8,4.25,124,807,39,899,3,670,4,987,2020-10-26
ACAD,75,51,1.47,2,102,786,1,124,832,28,037,22,055,2020-10-26
ACBI,41,26,1.58,97,160,38,761,2,369,1,490,2020-10-26
ACC,25,26,0.96,321,824,214,111,12,872,8,235,2020-10-26
ACCD,105,75,1.4,47,719,394,18,806,416,454,470,250,752,2020-10-26
ACCO,179,27,6.63,1,576,630,382,973,8,807,14,184,2020-10-26
ACEL,67,33,2.03,5,337,165,3,358,976,79,659,101,787,2020-10-26
ACER,8,1,8,259,570,3,142,32,446,3,142,2020-10-26
ACGL,43,17,2.53,821,529,405,574,19,105,23,857,2020-10-26
ACHC,15,2,7.5,258,260,122,311,17,217,61,155,2020-10-26
ACHV,11,4,2.75,1,160,138,204,105,467,51,2020-10-26
ACI,14,40,0.35,559,776,86,443,995,39,984,2,161,099,2020-10-26
ACIW,32,34,0.94,697,520,234,344,21,797,6,892,2020-10-26
ACLS,36,82,0.44,633,090,900,567,17,585,10,982,2020-10-26
ACM,31,17,1.82,765,499,502,160,24,693,29,538,2020-10-26
ACMR,16,25,0.64,439,327,610,998,27,457,24,439,2020-10-26
ACN,173,208,0.83,184,211,237,716,1,064,1,142,2020-10-26
ACNB,93,5,18.6,44,278,18,368,476,3,673,2020-10-26
ACRE,12,3,4,146,600,113,191,12,216,37,730,2020-10-26
ACRS,56,41,1.37,2,021,340,804,179,36,095,19,614,2020-10-26
ACRX,24,6,4,1,555,047,150,126,64,793,25,021,2020-10-26
ACTG,8,1,8,435,500,4,489,54,437,4,489,2020-10-26
ACU,16,10,1.6,184,400,76,300,11,525,7,630,2020-10-26
ADAP,29,16,1.81,57,629,266,1,128,854,1,987,216,70,553,2020-10-26
ADBE,100,218,0.46,1,061,390,1,203,861,10,613,5,522,2020-10-26
ADC,28,8,3.5,114,248,20,976,4,080,2,622,2020-10-26
ADES,19,3,6.33,246,707,40,149,12,984,13,383,2020-10-26
ADI,101,115,0.88,785,682,491,041,7,779,4,269,2020-10-26
ADIL,15,1,15,995,895,350,000,66,393,350,000,2020-10-26
ADM,105,56,1.88,1,003,933,977,177,9,561,17,449,2020-10-26
ADMS,21,1,21,516,250,1,269,24,583,1,269,2020-10-26
ADNT,18,12,1.5,164,912,13,396,9,161,1,116,2020-10-26
ADP,67,108,0.62,1,025,015,518,013,15,298,4,796,2020-10-26
ADPT,199,414,0.48,4,124,937,19,687,050,20,728,47,553,2020-10-26
ADS,35,7,5,153,415,4,925,4,383,703,2020-10-26
ADSK,29,46,0.63,203,010,159,922,7,000,3,476,2020-10-26
